State,District,district_id,dmi_equal_weights,dmi_expert_weights,dmi_category_weights,rank_equal,rank_expert,rank_category,quintile_equal,quintile_expert,quintile_category
GUJARAT,Valsad,GUJARAT_Valsad,1.2310648379277422,1.2044285688335945,0.24087365959288518,136,141,204,High Deprivation,High Deprivation,High Deprivation
HARYANA,Ambala,HARYANA_Ambala,2.014260487177615,2.0658677270821446,0.479620398257126,73,68,83,Most Deprived,Most Deprived,Most Deprived
HARYANA,Bhiwani,HARYANA_Bhiwani,0.4030363880340524,0.480408914828908,0.16640376881955646,266,261,250,Moderate Deprivation,Moderate Deprivation,High Deprivation
HARYANA,Faridabad,HARYANA_Faridabad,4.0840377434831705,4.417406391705938,0.8481799742263411,18,19,21,Most Deprived,Most Deprived,Most Deprived
HARYANA,Fatehabad,HARYANA_Fatehabad,0.46852520275794385,0.7235002721087935,0.24367926452702499,259,217,201,Moderate Deprivation,High Deprivation,High Deprivation
HARYANA,Gurgaon,HARYANA_Gurgaon,4.7864193574798595,5.032603865782426,0.8641998857006455,14,13,20,Most Deprived,Most Deprived,Most Deprived
HARYANA,Hisar,HARYANA_Hisar,1.0337607832127902,1.2495462424395554,0.32808664710705226,163,137,140,High Deprivation,High Deprivation,High Deprivation
HARYANA,Jhajjar,HARYANA_Jhajjar,0.7844351331226483,0.7804880451615294,0.24155935170987125,201,211,203,High Deprivation,High Deprivation,High Deprivation
HARYANA,Jind,HARYANA_Jind,0.4421418372818641,0.5782228165026199,0.15622089961454758,263,244,254,Moderate Deprivation,High Deprivation,High Deprivation
HARYANA,Kaithal,HARYANA_Kaithal,0.27379879288927234,0.4496592308835596,0.1468371704529625,294,264,260,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
HARYANA,Karnal,HARYANA_Karnal,1.2355426632147166,1.42183925729086,0.37323033613732765,135,121,124,High Deprivation,Most Deprived,Most Deprived
HARYANA,Kurukshetra,HARYANA_Kurukshetra,1.1693667041931035,1.2754442684594833,0.3350493301249772,141,134,136,High Deprivation,High Deprivation,High Deprivation
HARYANA,Mahendragarh,HARYANA_Mahendragarh,0.1277880969605385,0.06334280561818012,0.0491873455818457,328,343,315,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
HARYANA,Mewat,HARYANA_Mewat,-1.3309289995619424,-0.9540214319211439,-0.27714400591213595,606,530,504,Least Deprived,Least Deprived,Low Deprivation
HARYANA,Palwal,HARYANA_Palwal,0.02775037501185541,0.2344489879453427,0.04364682791912748,346,306,321,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
HARYANA,Panchkula,HARYANA_Panchkula,4.294160428555586,4.557107223910779,0.8432566290948605,16,17,23,Most Deprived,Most Deprived,Most Deprived
HARYANA,Panipat,HARYANA_Panipat,1.5534337316880489,1.7715261411813779,0.4138280257408834,108,89,103,Most Deprived,Most Deprived,Most Deprived
HARYANA,Rewari,HARYANA_Rewari,0.8280520228573232,0.8016436880383426,0.2239902559428382,192,209,213,High Deprivation,High Deprivation,High Deprivation
HARYANA,Rohtak,HARYANA_Rohtak,1.4210702185191861,1.4968955549093377,0.38525548378117086,119,113,117,Most Deprived,Most Deprived,Most Deprived
HARYANA,Sirsa,HARYANA_Sirsa,0.9342045937028509,1.2629057815165707,0.3995490016502767,177,136,110,High Deprivation,High Deprivation,Most Deprived
HARYANA,Sonipat,HARYANA_Sonipat,1.027344139566432,1.075295678924191,0.2722268973032805,166,155,179,High Deprivation,High Deprivation,High Deprivation
HARYANA,Yamunanagar,HARYANA_Yamunanagar,1.1397204715866127,1.1890913986656637,0.31002137853428835,146,143,148,High Deprivation,High Deprivation,High Deprivation
HIMACHAL PRADESH,Bilaspur,HIMACHAL_PRADESH_Bilaspur,0.5980937454934063,0.33286755670557727,0.1384977352412118,235,288,266,High Deprivation,Moderate Deprivation,Moderate Deprivation
HIMACHAL PRADESH,Chamba,HIMACHAL_PRADESH_Chamba,0.2075478742944114,0.2458698828608444,0.06946120342638154,308,302,308,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
HIMACHAL PRADESH,Hamirpur,HIMACHAL_PRADESH_Hamirpur,1.0023077661441144,0.6667580860696684,0.24890758145351363,169,228,195,High Deprivation,High Deprivation,High Deprivation
HIMACHAL PRADESH,Kangra,HIMACHAL_PRADESH_Kangra,0.8125488370097206,0.5448346723954945,0.2067529657489992,198,252,223,High Deprivation,High Deprivation,High Deprivation
HIMACHAL PRADESH,Kinnaur,HIMACHAL_PRADESH_Kinnaur,0.6473684036905145,0.5236131485888955,0.10237766490082358,224,255,285,High Deprivation,High Deprivation,Moderate Deprivation
HIMACHAL PRADESH,Kullu,HIMACHAL_PRADESH_Kullu,0.8861745706728315,0.7989662857215071,0.17994261512531232,182,210,236,High Deprivation,High Deprivation,High Deprivation
HIMACHAL PRADESH,Lahul And Spiti,HIMACHAL_PRADESH_Lahul_And_Spiti,0.08724677528849623,-0.07281715288451766,-0.024024503052488953,336,369,367,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
HIMACHAL PRADESH,Mandi,HIMACHAL_PRADESH_Mandi,0.7184295239987658,0.5527303736853325,0.17952835574927842,208,250,238,High Deprivation,High Deprivation,High Deprivation
HIMACHAL PRADESH,Shimla,HIMACHAL_PRADESH_Shimla,1.4101783943334252,1.238542411424315,0.25676638534566104,120,138,189,Most Deprived,High Deprivation,High Deprivation
HIMACHAL PRADESH,Sirmaur,HIMACHAL_PRADESH_Sirmaur,0.4774532855468603,0.3842470890624234,0.10163162839982806,258,276,286,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
HIMACHAL PRADESH,Solan,HIMACHAL_PRADESH_Solan,1.1368274724038872,1.007834611030151,0.23528225035411518,147,172,207,High Deprivation,High Deprivation,High Deprivation
HIMACHAL PRADESH,Una,HIMACHAL_PRADESH_Una,0.6737040747591553,0.38258370828162547,0.16569364953745955,217,277,251,High Deprivation,Moderate Deprivation,High Deprivation
JAMMU AND KASHMIR,Anantnag,JAMMU_AND_KASHMIR_Anantnag,-0.37474115475847464,-0.13171543942555056,-0.061020927496364265,416,380,386,Low Deprivation,Moderate Deprivation,Low Deprivation
JAMMU AND KASHMIR,Badgam,JAMMU_AND_KASHMIR_Badgam,-0.6517180032950823,-0.20894784315170561,-0.01982178535575432,472,391,362,Low Deprivation,Low Deprivation,Moderate Deprivation
JAMMU AND KASHMIR,Bandipore,JAMMU_AND_KASHMIR_Bandipore,-0.4195816564404392,-0.028235647988275027,-0.009025477517551065,425,359,353,Low Deprivation,Moderate Deprivation,Moderate Deprivation
JAMMU AND KASHMIR,Baramula,JAMMU_AND_KASHMIR_Baramula,-0.11199545307040777,0.19206900734646104,0.08919579845484163,372,313,292,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
JAMMU AND KASHMIR,Doda,JAMMU_AND_KASHMIR_Doda,-0.7117379484005947,-0.5072866993307836,-0.1029780074968414,485,445,408,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Ganderbal,JAMMU_AND_KASHMIR_Ganderbal,-0.3108551602026639,0.10493289519193076,0.04327929305780359,406,334,322,Low Deprivation,Moderate Deprivation,Moderate Deprivation
JAMMU AND KASHMIR,Jammu,JAMMU_AND_KASHMIR_Jammu,1.81561236127591,1.7113414363346382,0.32494548780289895,86,93,144,Most Deprived,Most Deprived,High Deprivation
JAMMU AND KASHMIR,Kargil,JAMMU_AND_KASHMIR_Kargil,-0.5706614853365093,-0.5336720706032549,-0.133496854562893,457,454,426,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Kathua,JAMMU_AND_KASHMIR_Kathua,-0.37674642291633537,-0.4635830433070181,-0.11677044213553654,417,435,417,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Kishtwar,JAMMU_AND_KASHMIR_Kishtwar,-1.1247686410404405,-0.8666734382041036,-0.24464564264522437,579,511,486,Least Deprived,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Kulgam,JAMMU_AND_KASHMIR_Kulgam,-0.6295944550446758,-0.3819821921334647,-0.10845692872219284,467,421,410,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Kupwara,JAMMU_AND_KASHMIR_Kupwara,-0.9730390310294378,-0.7312750162471747,-0.1610295469411077,544,485,441,Least Deprived,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Leh(Ladakh),JAMMU_AND_KASHMIR_Leh(Ladakh),0.499082186399846,0.4280194587999177,-0.01601623001121129,253,268,359,High Deprivation,Moderate Deprivation,Moderate Deprivation
JAMMU AND KASHMIR,Pulwama,JAMMU_AND_KASHMIR_Pulwama,-0.5462015103952453,-0.33921307856505506,-0.08044140576770988,450,414,397,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Punch,JAMMU_AND_KASHMIR_Punch,-0.928834307667719,-0.8550234713290988,-0.22625378102645496,533,510,478,Least Deprived,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Rajouri,JAMMU_AND_KASHMIR_Rajouri,-0.6896687559188074,-0.6725329886080029,-0.22571945304764737,480,477,477,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Ramban,JAMMU_AND_KASHMIR_Ramban,-1.3285930056050317,-0.9996937077083426,-0.27631622290276037,605,538,503,Least Deprived,Least Deprived,Low Deprivation
JAMMU AND KASHMIR,Reasi,JAMMU_AND_KASHMIR_Reasi,-0.9034204411857283,-0.7189319582790971,-0.2735021001215065,522,483,501,Least Deprived,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Samba,JAMMU_AND_KASHMIR_Samba,0.13706829492326128,-0.09565323609862765,-0.010904880853333297,326,373,355,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
JAMMU AND KASHMIR,Shupiyan,JAMMU_AND_KASHMIR_Shupiyan,-0.6335957411358271,-0.4173019496930772,-0.07989549843743274,468,428,396,Low Deprivation,Low Deprivation,Low Deprivation
JAMMU AND KASHMIR,Srinagar,JAMMU_AND_KASHMIR_Srinagar,3.265760108719827,3.7710897625086504,0.7505811454968884,35,26,28,Most Deprived,Most Deprived,Most Deprived
JAMMU AND KASHMIR,Udhampur,JAMMU_AND_KASHMIR_Udhampur,-0.4454830598866801,-0.4334770504924835,-0.17666647881218325,430,433,450,Low Deprivation,Low Deprivation,Low Deprivation
JHARKHAND,Bokaro,JHARKHAND_Bokaro,0.36406550959666656,0.40695774529040163,0.02898983281822462,279,273,332,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
JHARKHAND,Chatra,JHARKHAND_Chatra,-1.4822807680054944,-1.5033645401568623,-0.49348604421958747,618,630,626,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Deoghar,JHARKHAND_Deoghar,-0.8687117806789221,-0.8224325124520017,-0.2931738842123737,514,507,517,Least Deprived,Low Deprivation,Least Deprived
JHARKHAND,Dhanbad,JHARKHAND_Dhanbad,0.6254183684059219,0.6891940585851116,0.14569942992449558,227,222,262,High Deprivation,High Deprivation,Moderate Deprivation
JHARKHAND,Dumka,JHARKHAND_Dumka,-1.1710192701930473,-1.1853813552323749,-0.427318058465766,589,585,601,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Garhwa,JHARKHAND_Garhwa,-1.458998571161234,-1.476033696591214,-0.5065033738641401,617,626,628,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Giridih,JHARKHAND_Giridih,-1.2053676382953202,-1.188470491394581,-0.4090912349837332,593,587,595,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Godda,JHARKHAND_Godda,-1.489151488422111,-1.41379360901236,-0.48549447258695916,621,617,623,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Gumla,JHARKHAND_Gumla,-1.071433326685787,-1.2068070347406006,-0.42933226353651815,563,594,602,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Hazaribagh,JHARKHAND_Hazaribagh,-0.5784132556579771,-0.6310112686374294,-0.21603967281021477,459,466,467,Low Deprivation,Low Deprivation,Low Deprivation
JHARKHAND,Jamtara,JHARKHAND_Jamtara,-1.1241503370523451,-1.1820816190799173,-0.40039292303791857,578,584,592,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Khunti,JHARKHAND_Khunti,-1.0450485021164415,-1.1353120758988509,-0.4080825553083079,559,572,594,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Kodarma,JHARKHAND_Kodarma,-0.8362394852730589,-0.8214624341696883,-0.28794128754550197,508,506,511,Low Deprivation,Low Deprivation,Low Deprivation
JHARKHAND,Latehar,JHARKHAND_Latehar,-1.3313029096555793,-1.2949730285223595,-0.43544495689790125,608,606,603,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Lohardaga,JHARKHAND_Lohardaga,-0.8082160985936788,-0.9166907133168531,-0.33837339701441776,503,523,539,Low Deprivation,Least Deprived,Least Deprived
JHARKHAND,Pakur,JHARKHAND_Pakur,-1.5858058633831869,-1.4073253029823503,-0.5049418256769944,628,616,627,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Palamu,JHARKHAND_Palamu,-1.2066328481556488,-1.257190675691483,-0.42554924028020125,594,602,599,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Pashchimi Singhbhum,JHARKHAND_Pashchimi_Singhbhum,-0.9860789814031151,-0.8915886743696778,-0.34783135152984584,549,517,553,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Purbi Singhbhum,JHARKHAND_Purbi_Singhbhum,1.4887796681298815,1.5640156423278333,0.2845148764616522,115,107,169,Most Deprived,Most Deprived,High Deprivation
JHARKHAND,Ramgarh,JHARKHAND_Ramgarh,0.0919872310890401,0.07755023721654429,-0.010885315825328038,335,339,354,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
JHARKHAND,Ranchi,JHARKHAND_Ranchi,0.9414076244687954,0.892018375461514,0.0979923156304889,175,187,288,High Deprivation,High Deprivation,Moderate Deprivation
JHARKHAND,Sahibganj,JHARKHAND_Sahibganj,-1.409005918098458,-1.2573239452081246,-0.4611713975752837,612,603,615,Least Deprived,Least Deprived,Least Deprived
JHARKHAND,Saraikela-Kharsawan,JHARKHAND_Saraikela-Kharsawan,-0.4149333098577243,-0.4125758406804647,-0.1749826031964307,424,427,448,Low Deprivation,Low Deprivation,Low Deprivation
JHARKHAND,Simdega,JHARKHAND_Simdega,-1.0613499471682812,-1.2914189346109597,-0.44722874370615373,561,604,611,Least Deprived,Least Deprived,Least Deprived
KARNATAKA,Bagalkot,KARNATAKA_Bagalkot,0.1033968836916588,0.2058381500033377,0.04533067716691274,330,308,318,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Bangalore,KARNATAKA_Bangalore,5.892120664749579,6.187191625115998,1.1796798807223505,8,8,8,Most Deprived,Most Deprived,Most Deprived
KARNATAKA,Bangalore Rural,KARNATAKA_Bangalore_Rural,1.071458367019318,1.1211574248228728,0.35410134902411944,160,152,129,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Belgaum,KARNATAKA_Belgaum,0.49685326915934325,0.520777766541915,0.12269117771610101,254,257,274,High Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Bellary,KARNATAKA_Bellary,0.797965888259754,1.0673123477652253,0.26813308080383136,200,158,182,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Bidar,KARNATAKA_Bidar,0.16280204999226638,0.23895062825408842,0.08464289553396913,319,305,295,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Bijapur,KARNATAKA_Bijapur,-0.04530530520884976,0.07352392504682365,-0.0002287658123636873,357,341,349,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Chamarajanagar,KARNATAKA_Chamarajanagar,-0.01590978756782424,0.1601720899511588,0.06660555629969714,354,320,310,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Chikkaballapura,KARNATAKA_Chikkaballapura,0.37111146445181437,0.44637931951082654,0.14114163272527594,277,265,265,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Chikmagalur,KARNATAKA_Chikmagalur,0.9536355716295798,0.8569018449898771,0.2800162329512712,173,197,172,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Chitradurga,KARNATAKA_Chitradurga,0.6967874632254974,0.7367224116268398,0.2125056188742519,213,214,220,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Dakshina Kannada,KARNATAKA_Dakshina_Kannada,2.2462262209070722,2.0467368498352942,0.4797852584107521,62,69,82,Most Deprived,Most Deprived,Most Deprived
KARNATAKA,Davanagere,KARNATAKA_Davanagere,0.9619750789824235,1.0128648244762568,0.3025295387522599,171,170,154,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Dharwad,KARNATAKA_Dharwad,2.034885242659087,2.1422511976425507,0.5259596039987072,72,64,67,Most Deprived,Most Deprived,Most Deprived
KARNATAKA,Gadag,KARNATAKA_Gadag,0.6367169037051199,0.6570423308483878,0.17583218822565647,225,231,240,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Gulbarga,KARNATAKA_Gulbarga,0.3486962060021093,0.5787392274809526,0.11861948090646711,283,243,276,Moderate Deprivation,High Deprivation,Moderate Deprivation
KARNATAKA,Hassan,KARNATAKA_Hassan,0.5908598072171442,0.5021986013141231,0.16737800999775768,236,260,246,High Deprivation,Moderate Deprivation,High Deprivation
KARNATAKA,Haveri,KARNATAKA_Haveri,0.5364735887113857,0.5457795396504194,0.2384577702161705,249,251,205,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Kodagu,KARNATAKA_Kodagu,1.03217888829887,0.8333069088408392,0.25858555745794454,165,202,187,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Kolar,KARNATAKA_Kolar,0.6557769052852429,0.6613675912748485,0.19081680428442416,223,230,232,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Koppal,KARNATAKA_Koppal,0.05081547214515643,0.20481319851102364,0.08195201987876075,343,310,297,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Mandya,KARNATAKA_Mandya,0.4624198509697,0.5530799070116484,0.21643174789482506,260,249,218,Moderate Deprivation,High Deprivation,High Deprivation
KARNATAKA,Mysore,KARNATAKA_Mysore,1.7052201682693757,1.8805419278232678,0.45694769958250936,93,78,86,Most Deprived,Most Deprived,Most Deprived
KARNATAKA,Raichur,KARNATAKA_Raichur,0.10006648613947738,0.4302933011605057,0.08554789727662611,331,267,294,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
KARNATAKA,Ramanagara,KARNATAKA_Ramanagara,0.5578381869489772,0.6992612347404058,0.23747703034792086,243,220,206,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Shimoga,KARNATAKA_Shimoga,1.3154102420643334,1.2810237046924948,0.38257010433113386,129,133,119,High Deprivation,High Deprivation,Most Deprived
KARNATAKA,Tumkur,KARNATAKA_Tumkur,0.5677509206382974,0.5172383203735812,0.16089914339808925,240,259,252,High Deprivation,Moderate Deprivation,High Deprivation
KARNATAKA,Udupi,KARNATAKA_Udupi,1.3943427009612808,1.0687079427875408,0.2825385663114005,122,157,171,Most Deprived,High Deprivation,High Deprivation
KARNATAKA,Uttara Kannada,KARNATAKA_Uttara_Kannada,0.8134263813051584,0.5579000443913817,0.16705430941701055,197,248,248,High Deprivation,High Deprivation,High Deprivation
KARNATAKA,Yadgir,KARNATAKA_Yadgir,-0.6012592308414821,-0.22927125265184356,-0.11445599723823172,462,393,415,Low Deprivation,Low Deprivation,Low Deprivation
KERALA,Alappuzha,KERALA_Alappuzha,2.7636320503995955,2.4029693194180566,0.6098909634158421,46,57,50,Most Deprived,Most Deprived,Most Deprived
KERALA,Ernakulam,KERALA_Ernakulam,3.9526492008889007,3.7372826799214973,0.8044504803387994,21,27,26,Most Deprived,Most Deprived,Most Deprived
KERALA,Idukki,KERALA_Idukki,1.1592767975295253,0.7559658085013622,0.28993914585962566,142,213,166,High Deprivation,High Deprivation,High Deprivation
KERALA,Kannur,KERALA_Kannur,2.0440592684620094,1.5765446129164336,0.38590090637127267,71,106,116,Most Deprived,Most Deprived,Most Deprived
KERALA,Kasaragod,KERALA_Kasaragod,1.335075648169814,0.9783033336117265,0.27118739965219635,127,176,180,Most Deprived,High Deprivation,High Deprivation
KERALA,Kollam,KERALA_Kollam,2.176605020917153,1.7976771289233964,0.49726236896554826,65,85,74,Most Deprived,Most Deprived,Most Deprived
KERALA,Kottayam,KERALA_Kottayam,2.703815099371659,2.299024814777848,0.5703188813878292,50,61,57,Most Deprived,Most Deprived,Most Deprived
KERALA,Kozhikode,KERALA_Kozhikode,2.1708983336592427,1.7861712290009655,0.4703466741489161,66,86,85,Most Deprived,Most Deprived,Most Deprived
KERALA,Malappuram,KERALA_Malappuram,1.2638774985477563,0.8839355904242799,0.30698384734011763,132,190,152,High Deprivation,High Deprivation,High Deprivation
KERALA,Palakkad,KERALA_Palakkad,1.6341267788733949,1.3837028321369498,0.421896788044463,97,124,100,Most Deprived,Most Deprived,Most Deprived
KERALA,Pathanamthitta,KERALA_Pathanamthitta,2.0744977177978776,1.53920076312397,0.4340491708910533,69,108,93,Most Deprived,Most Deprived,Most Deprived
KERALA,Thiruvananthapuram,KERALA_Thiruvananthapuram,3.0806212110594307,2.814144928828523,0.6478085040670285,37,44,41,Most Deprived,Most Deprived,Most Deprived
KERALA,Thrissur,KERALA_Thrissur,3.073346384432159,2.749956176700678,0.6383474935497274,38,46,42,Most Deprived,Most Deprived,Most Deprived
KERALA,Wayanad,KERALA_Wayanad,0.7284132677070609,0.3637837871493919,0.19733037715880386,207,281,229,High Deprivation,Moderate Deprivation,High Deprivation
LAKSHADWEEP,Lakshadweep,LAKSHADWEEP_Lakshadweep,1.0774403322379613,0.6695995804287376,0.18051244944202277,159,225,235,High Deprivation,High Deprivation,High Deprivation
MADHYA PRADESH,Alirajpur,MADHYA_PRADESH_Alirajpur,-1.3320103212431695,-0.8002035427207379,-0.32972731421703316,609,500,533,Least Deprived,Low Deprivation,Least Deprived
MADHYA PRADESH,Anuppur,MADHYA_PRADESH_Anuppur,-0.2925972296799891,-0.32853362563662014,-0.1751980995452991,402,412,449,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Ashoknagar,MADHYA_PRADESH_Ashoknagar,-0.8895527987598618,-0.8815480160800425,-0.2820028277837687,518,513,508,Least Deprived,Least Deprived,Low Deprivation
MADHYA PRADESH,Balaghat,MADHYA_PRADESH_Balaghat,-0.07263532197626886,-0.30670228003140865,-0.09129586264620326,366,406,401,Moderate Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Barwani,MADHYA_PRADESH_Barwani,-0.7188489195839018,-0.3079086872000701,-0.13988037278022927,489,407,432,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Betul,MADHYA_PRADESH_Betul,-0.047792610212231565,-0.03918623057755747,-0.039295203882629914,360,362,374,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Bhind,MADHYA_PRADESH_Bhind,-0.7304712335695484,-0.9028035346678066,-0.2634218797820258,492,519,497,Low Deprivation,Least Deprived,Low Deprivation
MADHYA PRADESH,Bhopal,MADHYA_PRADESH_Bhopal,2.920611801463668,3.0712487231723604,0.5979867343642065,42,39,52,Most Deprived,Most Deprived,Most Deprived
MADHYA PRADESH,Burhanpur,MADHYA_PRADESH_Burhanpur,0.3034801021955553,0.5893397880984936,0.15393953741245384,290,240,255,Moderate Deprivation,High Deprivation,High Deprivation
MADHYA PRADESH,Chhatarpur,MADHYA_PRADESH_Chhatarpur,-0.8105531573188767,-0.785771609781264,-0.29269331838144624,504,498,515,Low Deprivation,Low Deprivation,Least Deprived
MADHYA PRADESH,Chhindwara,MADHYA_PRADESH_Chhindwara,0.12262664252839468,0.1288667827812219,0.027470522744160463,329,328,335,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Damoh,MADHYA_PRADESH_Damoh,-0.5276774409938053,-0.5708529990841839,-0.1943404289660499,445,458,461,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Datia,MADHYA_PRADESH_Datia,-0.5012449846317116,-0.5749941329870731,-0.1781829137707739,442,459,452,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Dewas,MADHYA_PRADESH_Dewas,0.24663869317196727,0.3876373487209041,0.07715177859498049,301,274,301,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Dhar,MADHYA_PRADESH_Dhar,-0.25429200502006405,0.04856837463768513,-0.012517151166028312,396,345,357,Low Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Dindori,MADHYA_PRADESH_Dindori,-0.9629625885481267,-1.0265906514627299,-0.37722781282275886,541,549,581,Least Deprived,Least Deprived,Least Deprived
MADHYA PRADESH,Guna,MADHYA_PRADESH_Guna,-0.4134037601448236,-0.2591609809262257,-0.14197405402807833,423,398,433,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Gwalior,MADHYA_PRADESH_Gwalior,1.8157520041093362,2.0053193588940936,0.4305629962709483,85,70,95,Most Deprived,Most Deprived,Most Deprived
MADHYA PRADESH,Harda,MADHYA_PRADESH_Harda,0.051548661190180235,0.09253090657244786,0.04256531763887984,342,338,324,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Hoshangabad,MADHYA_PRADESH_Hoshangabad,0.38324435257333866,0.38708554191364924,0.10901709400087753,269,275,281,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Indore,MADHYA_PRADESH_Indore,3.290327874935973,3.5156569801980426,0.7135821876220293,34,32,33,Most Deprived,Most Deprived,Most Deprived
MADHYA PRADESH,Jabalpur,MADHYA_PRADESH_Jabalpur,1.9019706380100498,1.945048763105333,0.44094247689160004,78,75,90,Most Deprived,Most Deprived,Most Deprived
MADHYA PRADESH,Jhabua,MADHYA_PRADESH_Jhabua,-1.1328880741793719,-0.6724348109812556,-0.2847406520949401,580,476,509,Least Deprived,Low Deprivation,Low Deprivation
MADHYA PRADESH,Katni,MADHYA_PRADESH_Katni,-0.31205887579379704,-0.38259009370309155,-0.13868051302579357,407,422,431,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Khandwa (East Nimar),MADHYA_PRADESH_Khandwa_(East_Nimar),-0.15131222881247036,-0.0026261150119600125,-0.017670486617047617,377,354,360,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Khargone (West Nimar),MADHYA_PRADESH_Khargone_(West_Nimar),-0.20273510892108676,0.030476069979957433,0.008174976857542187,389,350,343,Low Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Mandla,MADHYA_PRADESH_Mandla,-0.5376927610247875,-0.5853122650420719,-0.21678769161227585,447,460,468,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Mandsaur,MADHYA_PRADESH_Mandsaur,0.06563853746938692,0.09529621619855855,0.0006680215074716166,339,337,348,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Morena,MADHYA_PRADESH_Morena,-0.7289917462006923,-0.7855520395292717,-0.2589644468912146,491,496,496,Low Deprivation,Low Deprivation,Low Deprivation
MADHYA PRADESH,Narsimhapur,MADHYA_PRADESH_Narsimhapur,0.024689571023128656,-0.04849445222659433,0.015705924447326963,347,364,341,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
MADHYA PRADESH,Neemuch,MADHYA_PRADESH_Neemuch,0.22050390792034058,0.2881552980029527,0.0337023113317415,306,298,328,Moderate Deprivation,Moderate Deprivation,Moderate Deprivation
